bookId;title;author;Author l-f;Additional Authors;Isbn;Iisbn13;myRating;averageRating;publisher;Binding;numberOfPages;yearPublished;originalPublicationYear;dateRead;dateAdded;bookshelves;Bookshelves with positions;exclusiveShelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies
28960674;Trawers (Komisarz Forst, #3);Remigiusz Mróz;Mróz, Remigiusz;;8380751027;9788380751026;5;4.06;Filia;Paperback;576;2016;2016;;2021/01/20;;;read;;;;1;0
38469411;Testament (Chyłka i Zordon, #7);Remigiusz Mróz;Mróz, Remigiusz;;8379768779;9788379768776;0;3.75;Czwarta Strona;Paperback;536;2018;2018;;2021/01/20;;;read;;;;1;0
26242288;Przewieszenie (Komisarz Forst, #2);Remigiusz Mróz;Mróz, Remigiusz;;8380750721;9788380750722;5;4.05;Filia;Paperback;464;2016;2016;;2021/01/20;;;read;;;;1;0
35652319;Oskarżenie (Chyłka i Zordon, #6);Remigiusz Mróz;Mróz, Remigiusz;;8379767128;9788379767120;0;3.83;Czwarta Strona;Paperback;560;2017;2017;;2021/01/20;;;read;;;;1;0
25647979;Ekspozycja (Komisarz Forst, #1);Remigiusz Mróz;Mróz, Remigiusz;;8380750217;9788380750210;5;3.70;Filia;Paperback;480;2015;2015;;2021/01/20;;;read;;;;1;0
37819172;Nieodnaleziona (Damian Werner, #1);Remigiusz Mróz;Mróz, Remigiusz;;8380753852;9788380753853;3;3.50;Filia;Paperback;400;2018;2018;;2021/01/20;;;read;;;;1;0
34097694;Inwigilacja (Chyłka i Zordon, #5);Remigiusz Mróz;Mróz, Remigiusz;;8379766164;9788379766161;0;3.98;Czwarta Strona;Paperback;592;2017;2017;;2021/01/20;;;read;;;;1;0
31194209;Immunitet (Chyłka i Zordon, #4);Remigiusz Mróz;Mróz, Remigiusz;;8379765109;9788379765102;0;3.90;Czwarta Strona;Paperback;648;2016;2016;;2021/01/20;;;read;;;;1;0
28225503;Rewizja (Chyłka i Zordon, #3);Remigiusz Mróz;Mróz, Remigiusz;;8379763971;9788379763979;0;3.86;Czwarta Strona;Paperback;624;2016;2016;;2021/01/20;;;read;;;;1;0
25781338;Zaginięcie (Chyłka i Zordon, #2);Remigiusz Mróz;Mróz, Remigiusz;;8379762991;9788379762996;0;4.02;Czwarta Strona;Paperback;509;2015;2015;;2021/01/20;;;read;;;;1;0
24448535;Kasacja (Chyłka i Zordon, #1);Remigiusz Mróz;Mróz, Remigiusz;;8379762479;9788379762477;0;3.87;Czwarta Strona;Paperback;496;2015;2015;;2021/01/20;;;read;;;;1;0
52290961;Ekstradycja (Chyłka i Zordon, #11);Remigiusz Mróz;Mróz, Remigiusz;;836651756X;9788366517561;0;3.85;Czwarta Strona;Paperback;511;2020;2020;;2021/01/20;;;read;;;;1;0
52288183;Wyrok (Chyłka i Zordon, #10);Remigiusz Mróz;Mróz, Remigiusz;;8366381935;9788366381933;0;3.65;Czwarta Strona;Paperback;537;2019;2019;;2021/01/20;;;read;;;;1;0
48660357;Światy równoległe. Czego uczą nas płaskoziemcy, homeopaci i różdżkarze;Łukasz Lamża;Lamża, Łukasz;;8380499638;9788380499638;5;3.54;Czarne;Paperback;224;2020;2020;;2021/01/20;;;read;;;;1;0
42414413;Nie ma;Mariusz Szczygieł;Szczygieł, Mariusz;;8365970317;9788365970312;0;4.02;Dowody na Istnienie;Paperback;336;2018;2018;;2021/01/20;to-read;to-read (#13);to-read;;;;0;0
3013682;Diuna (Kroniki Diuny, #1);Frank Herbert;Herbert, Frank;Marek Marszał, Wojciech Siudmak;;9788373017238;0;4.26;Dom Wydawniczy Rebis;Hardcover;722;2012;1965;;2021/01/20;to-read;to-read (#12);to-read;;;;0;0
45026417;Narodziny pigułki;Jonathan Eig;Eig, Jonathan;Jan Dzierzgowski;8380498224;9788380498228;0;3.99;Wydawnictwo Czarne;Hardcover;392;2019;2014;;2021/01/20;to-read;to-read (#11);to-read;;;;0;0
1876829;Coś się kończy, coś się zaczyna;Andrzej Sapkowski;Sapkowski, Andrzej;José María Faraldo;8370541445;9788370541446;5;3.92;SuperNOWA;Paperback;299;2001;1988;;2021/01/20;;;read;;;;1;0
68455;Wieża Jaskółki (Saga o Wiedźminie, #4);Andrzej Sapkowski;Sapkowski, Andrzej;;8370541240;9788370541248;5;4.22;superNOWA;Paperback;428;2001;1997;;2021/01/20;;;read;;;;1;0
1128437;Miecz przeznaczenia (Saga o Wiedźminie, #0.7);Andrzej Sapkowski;Sapkowski, Andrzej;;8370540376;9788370540371;5;4.27;SuperNOWA;Paperback;343;1994;1992;;2021/01/20;;;read;;;;1;0
68453;Czas pogardy (Saga o Wiedźminie, #2);Andrzej Sapkowski;Sapkowski, Andrzej;;8370540910;9788370540913;5;4.16;superNOWA;Paperback;319;1995;1995;;2021/01/20;;;read;;;;1;0
1837781;Krótka historia czasu;Stephen Hawking;Hawking, Stephen;Piotr Amsterdamski;;9788371503085;0;4.21;Zysk i S-ka;Paperback;180;1998;1988;;2021/01/20;to-read;to-read (#9);to-read;;;;0;0
23199866;Księgi Jakubowe;Olga Tokarczuk;Tokarczuk, Olga;;;;0;4.03;Wydawnictwo Literackie;Hardcover;912;2014;2014;;2021/01/20;to-read;to-read (#8);to-read;;;;0;0
10136168;Walka o ogień: jak gotowanie stworzyło człowieka;Richard W. Wrangham;Wrangham, Richard W.;Anna E. Eichler;8385458387;9788385458388;4;3.88;Wydawnictwo CiS;Paperback;255;2009;2009;;2021/01/20;;;read;;;;1;0
18750155;Męska plaga. Seks, pożądanie i kłopoty z prostatą;Jürgen Thorwald;Thorwald, Jürgen;Mateusz Borowski;8324018042;9788324018048;0;3.15;Społeczny Instytut Wydawniczy Znak;Hardcover;384;2011;1994;;2021/01/20;to-read;to-read (#7);to-read;;;;0;0
35556453;Dawna medycyna. Jej tajemnica i potęga. Egipt, Babilonia, Indie, Chiny, Meksyk, Peru;Jürgen Thorwald;Thorwald, Jürgen;Albin Bandurski, Janina Szczaniecka;8308063845;9788308063842;0;3.60;Wydawnictwo Literackie;Hardcover;288;2017;1963;;2021/01/20;to-read;to-read (#6);to-read;;;;0;0
7770074;Godzina detektywów;Jürgen Thorwald;Thorwald, Jürgen;Jerzy Dumański, Kazimierz Jaegermann, Krystyna Jaegermann, Jan Markiewicz;8324013083;9788324013081;0;4.22;Społeczny Instytut Wydawniczy Znak;Hardcover;728;2010;1966;;2021/01/20;to-read;to-read (#5);to-read;;;;0;0
7770140;Triumf chirurgów;Jürgen Thorwald;Thorwald, Jürgen;Albin Bandurski, Janina Sczaniecka;8324012494;9788324012497;5;4.35;Społeczny Instytut Wydawniczy Znak;Hardcover;408;2009;1957;;2021/01/20;;;read;;;;1;0
6316377;Stulecie chirurgów;Jürgen Thorwald;Thorwald, Jürgen;Karol Bunsch;8324010211;9788324010219;5;4.46;Społeczny Instytut Wydawniczy Znak;Hardcover;536;2008;1956;;2021/01/20;;;read;;;;1;0
6376446;Stulecie detektywów. Drogi i przygody kryminalistyki;Jürgen Thorwald;Thorwald, Jürgen;Karol Bunsch, Wanda Kragen;8324011188;9788324011186;0;4.15;Społeczny Instytut Wydawniczy Znak;Hardcover;702;2009;1964;;2021/01/20;to-read;to-read (#2);to-read;;;;0;0
28047578;Ginekolodzy;Jürgen Thorwald;Thorwald, Jürgen;Anna Wziątek;8365282259;9788365282255;5;4.11;Marginesy;Hardcover;392;2016;1972;;2021/01/20;;;read;;;;1;0
22403427;The Adventures of Sherlock Holmes;Arthur Conan Doyle;Doyle, Arthur Conan;;;;0;4.30;The Easton Press;Leather Bound;764;;1892;;2021/01/20;to-read;to-read (#1);to-read;;;;0;0
7126;The Count of Monte Cristo;Alexandre Dumas;Dumas, Alexandre;Robin Buss;0140449264;9780140449266;0;4.29;Penguin Classics;Paperback;1276;2003;1844;;2021/01/20;;;read;;;;1;0
29920252;Małe życie;Hanya Yanagihara;Yanagihara, Hanya;Jolanta Kozak;8328026481;9788328026483;3;4.34;Wydawnictwo W.A.B.;Hardcover;814;2016;2015;;2021/01/20;;;read;;;;1;0
36318500;Jak zawsze;Zygmunt Miloszewski;Miloszewski, Zygmunt;;832803607X;9788328036079;4;3.75;Wydawnictwo W.A.B.;Paperback;480;2017;2017;;2021/01/20;;;read;;;;1;0
830502;It;Stephen King;King, Stephen;;0450411435;9780450411434;0;4.25;New English Library;Paperback;1168;1987;1986;;2021/01/20;;;read;;;;1;0
